ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0055085,transmembrane transport,226/2001,486/6449,0.46502057613168724,1.4987094929901306,7.668087051360164,7.447046253766581e-14,1.2779131371463453e-10,1.1107857412197101e-10,YJR152W/YHR094C/YOR273C/YNR072W/YGR125W/YJL212C/YER103W/YER053C/YPR191W/YOL126C/YKR093W/YML081C-A/YJR121W/YGL008C/YDR345C/YGL253W/YHL016C/YMR319C/YCR011C/YNL142W/YKL016C/YDR529C/YNL101W/YPL271W/YDR406W/YMR088C/YGR243W/YDR536W/YPR115W/YJR095W/YLR152C/YER056C/YPL092W/YOL077W-A/YDL210W/YEL069C/YBL030C/YLR092W/YOR020C/YKR039W/YKL195W/YPR194C/YBR235W/YKL217W/YJL166W/YEL063C/YAL005C/YLR447C/YLR004C/Q0045/YDR343C/YOL130W/YGR260W/YOR306C/YNL121C/YPL274W/YGR240C/YFL050C/YJR045C/YNL305C/YLL024C/YGL139W/YPL006W/YOR348C/YHL008C/YLR411W/YDR119W/YLR237W/YKL197C/YOR045W/YGR138C/YDR322C-A/YDR338C/YBL099W/YHL028W/YLR295C/YOR390W/Q0105/YMR155W/YOR065W/YIL047C/YPL265W/YBR043C/YMR256C/YNL055C/YJL034W/YNL329C/YLR259C/YGR281W/Q0085/YMR205C/YGR217W/YDR086C/YPR124W/YOL075C/YNL065W/YOR011W/YDL206W/YLR378C/YCR037C/YBR298C/YNL070W/YAL053W/YDL138W/YBR295W/YOR161C/YHR039C-A/YJL193W/YOR232W/YJR106W/YER019C-A/YKL073W/YDR270W/YPR020W/YKL175W/YGL077C/YDR342C/YGL191W/YMR221C/YHL036W/YCL038C/YHR092C/YPL063W/YEL065W/YOL027C/YFR033C/YER039C/YOR270C/YPR058W/YNR055C/YPR156C/YGR191W/YPL221W/YHR162W/YKR016W/YLL015W/YIL088C/YJL129C/YEL027W/YLR188W/YML123C/YCR098C/YIL013C/Q0250/YOR328W/YGR257C/YPR024W/YIR028W/YDL185W/YGL186C/YER060W/YNR017W/YCR075C/YLR241W/YIL166C/YKL120W/YCL025C/YLR348C/YFL054C/YLL055W/YMR279C/YPR133W-A/YKR103W/Q0060/YJL198W/YGL114W/YOL158C/YOR271C/YCL005W-A/YCR023C/YHL040C/Q0275/YCR028C/YDL054C/YLL053C/YEL006W/YPR021C/YMR056C/YEL064C/YDL092W/YHL035C/YPL189W/YDR135C/YJR077C/Q0130/YBL042C/YDR205W/YIL022W/YFL055W/YMR058W/YOL137W/YGL255W/YIL090W/YHR175W/YGL080W/YOR100C/YNR070W/YIL114C/YPL036W/YML055W/YJL093C/YBR091C/YMR054W/YDL245C/YML116W/YBR180W/YDR160W/YLR138W/YJL108C/YKR105C/YHR002W/YBR021W/YOL044W/YOR365C/YBR220C/YOR079C/YJR124C/YKR104W/YBR296C/YPR192W/YKL084W/YPL098C/YAR035W/YPR201W/YFL040W/YPL279C,226
GO:0019318,hexose metabolic process,57/2001,98/6449,0.5816326530612245,1.8745372211853257,5.850917158837059,2.0336197504764857e-8,1.5900475046016216e-5,1.3820987081465452e-5,YJL052W/YNR071C/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YOL126C/YKR097W/YGL253W/YLR377C/YMR145C/YMR105C/YGR254W/YMR280C/YJR159W/YOR047C/YOR374W/YLR134W/YBR196C/YNL241C/YML051W/YMR170C/YGL156W/YGR240C/YDR511W/YJL089W/YDL055C/YHR043C/YPL061W/YOL086C/YDR050C/YGL062W/YMR205C/YGL227W/YBR218C/YJL155C/YLR446W/YLR044C/YMR303C/YOL136C/YML028W/YBR058C/YIL107C/YPR183W/YER073W/YDL021W/YPL248C/YDR081C/YDL085W/YGR066C/YOL056W/YJR030C/YDL189W/YOR347C/YBR019C,57
GO:0005975,carbohydrate metabolic process,130/2001,281/6449,0.4626334519572954,1.4910160578073954,5.644563226178726,3.166066344097075e-8,1.5900475046016216e-5,1.3820987081465452e-5,YJL052W/YNR071C/YNR073C/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YOL126C/YKR097W/YGL253W/YLR377C/YGR143W/YER065C/YFR015C/YMR145C/YMR105C/YGR254W/YMR280C/YDR420W/YIL053W/YPL201C/YGR043C/YJR159W/YEL070W/YHL032C/YOR047C/YIL123W/YHR183W/YLL026W/YNR067C/YOR374W/YLR134W/YBR196C/YIR031C/YNL241C/YNR001C/YML051W/YMR170C/YGL156W/YCL018W/YKR042W/YAL017W/YGR240C/YGR189C/YPL075W/YDR511W/YJL089W/YDL055C/YHR043C/YPL061W/YOL086C/YMR305C/YJL034W/YDR050C/YGL062W/YFR017C/YJR096W/YMR205C/YNL117W/YBR298C/YGL227W/YCR005C/YER054C/YBR299W/YBR218C/YOL030W/YFR003C/YJL155C/YLR446W/YLR044C/YMR303C/YLR300W/YGR279C/YER129W/YOL136C/YML028W/YDR017C/YIL155C/YMR164C/YLR286C/YJL137C/YMR311C/YBR058C/YBR056W/YOR344C/YIL107C/YGL027C/YGR032W/YLR174W/YBR053C/YER133W/YBR229C/YNL242W/YPR183W/YJL216C/YLR144C/YKR058W/YIL162W/YER073W/YML070W/YDL021W/YEL011W/YPL248C/YDR081C/YDL085W/YBR297W/YDL049C/YDR221W/YOL132W/YOR190W/YHR204W/YPR159W/YGR066C/YDR109C/YJL221C/YFR021W/YLR342W/YOL056W/YJR030C/YGR287C/YFL053W/YGR292W/YFR042W/YDL189W/YOR347C/YPL227C/YBR019C/YMR323W,130
GO:0006811,monoatomic ion transport,110/2001,230/6449,0.4782608695652174,1.5413814831714578,5.60738927415598,4.313609710420254e-8,1.5900475046016216e-5,1.3820987081465452e-5,YHR094C/YNR072W/YER053C/YPR191W/YML081C-A/YJR121W/YGL008C/YDR345C/YMR319C/YKL016C/YDR529C/YPL271W/YDR536W/YOL077W-A/YLL009C/YEL069C/YBL030C/YLR092W/YBR235W/YKL217W/YJL166W/YLR447C/YOR381W/Q0045/YDR343C/YOL130W/YGR240C/YFL050C/YNL305C/YHL008C/YLR411W/YDR322C-A/YBL099W/YLR295C/YOR390W/YLR214W/Q0105/YOR065W/YMR256C/YNL055C/YGR281W/Q0085/YMR205C/YGR217W/YPR124W/YDL206W/YBR298C/YDL138W/YBR295W/YHR039C-A/YOR384W/YJR106W/YDR270W/YPR020W/YKL175W/YDR342C/YGL191W/YHR092C/YOL152W/YEL065W/YOL027C/YFR033C/YOR270C/YNR055C/YBR290W/YGR191W/YLL051C/YAL048C/YLL015W/YJL129C/YEL027W/YML123C/Q0250/YDL185W/YLR241W/Q0060/YOL158C/YOR271C/YCL005W-A/YCR023C/YHL040C/Q0275/YOR383C/YDR107C/YDR506C/YMR056C/YDR135C/YNL259C/YER113C/Q0130/YDR205W/YMR058W/YGL255W/YHR175W/YLR443W/YIL114C/YPL036W/YLR047C/YJL093C/YLR083C/YMR054W/YDL245C/YOR382W/YLR138W/YMR034C/YOR079C/YBR296C/YPR201W/YDR534C/YPL279C,110
GO:0006007,glucose catabolic process,25/2001,32/6449,0.78125,2.517881684157921,5.772986732948592,5.149570639255709e-8,1.5900475046016216e-5,1.3820987081465452e-5,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YGR240C/YPL061W/YOL086C/YDR050C/YMR205C/YLR044C/YMR303C/YER073W/YDL021W/YOL056W/YOR347C,25
GO:0005996,monosaccharide metabolic process,60/2001,107/6449,0.5607476635514018,1.8072272275077415,5.647135928917234,5.559606659446229e-8,1.5900475046016216e-5,1.3820987081465452e-5,YJL052W/YNR071C/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YOL126C/YKR097W/YGL253W/YLR377C/YMR145C/YMR105C/YGR254W/YMR280C/YJR159W/YOR047C/YOR374W/YLR134W/YBR196C/YNL241C/YML051W/YMR170C/YGL156W/YGR240C/YDR511W/YJL089W/YDL055C/YHR043C/YPL061W/YOL086C/YDR050C/YGL062W/YJR096W/YMR205C/YGL227W/YBR218C/YJL155C/YLR446W/YLR044C/YMR303C/YOL136C/YML028W/YBR058C/YIL107C/YBR053C/YPR183W/YER073W/YDL021W/YPL248C/YDR081C/YDL085W/YGR066C/YDR109C/YOL056W/YJR030C/YDL189W/YOR347C/YBR019C,60
GO:0006006,glucose metabolic process,46/2001,77/6449,0.5974025974025974,1.9253619943275115,5.478640542651254,1.5779807586589857e-7,3.5042481392866434e-5,3.0459573140529835e-5,YJL052W/YNR071C/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YOL126C/YKR097W/YGL253W/YLR377C/YMR145C/YMR105C/YGR254W/YMR280C/YOR047C/YOR374W/YLR134W/YBR196C/YNL241C/YMR170C/YGR240C/YDR511W/YJL089W/YHR043C/YPL061W/YOL086C/YDR050C/YGL062W/YMR205C/YGL227W/YBR218C/YJL155C/YLR446W/YLR044C/YMR303C/YML028W/YBR058C/YER073W/YDL021W/YDR081C/YDL085W/YGR066C/YOL056W/YOR347C,46
GO:0006113,fermentation,27/2001,37/6449,0.7297297297297297,2.351837594716155,5.530727925844478,1.7511201471371103e-7,3.5042481392866434e-5,3.0459573140529835e-5,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YMR145C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YPL061W/YOL086C/YLR087C/YDR050C/YLR044C/YMR303C/YER073W/YML070W/YDR081C/YDL085W/YFL053W/YOR347C,27
GO:0019320,hexose catabolic process,30/2001,43/6449,0.6976744186046512,2.248526899341027,5.509248139345877,1.837892380744743e-7,3.5042481392866434e-5,3.0459573140529835e-5,YJL052W/YNR071C/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YMR105C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YGL156W/YGR240C/YPL061W/YOL086C/YDR050C/YMR205C/YLR044C/YMR303C/YER073W/YDL021W/YOL056W/YJR030C/YOR347C/YBR019C,30
GO:0006091,generation of precursor metabolites and energy,109/2001,233/6449,0.4678111587982833,1.5077032299300994,5.29402579884825,2.1062388605540403e-7,3.614305884710733e-5,3.141621542531658e-5,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YPR191W/YOL126C/YJR121W/YGL253W/YPL262W/YLR377C/YMR002W/YER065C/YDR529C/YPL271W/YKL085W/YFR015C/YKL148C/YMR145C/YMR105C/YBR117C/YGR254W/YBL030C/YER067W/YJR120W/YJL116C/YGR043C/YFL018C/YJL166W/YHR183W/YOR374W/YLR134W/YBR196C/Q0045/YIR031C/YNL241C/YEL039C/YNR001C/YMR170C/YAL017W/YGR240C/YMR030W/YPL075W/YLR164W/YNL071W/YNL037C/YPL061W/YOL086C/Q0105/YOR065W/YLR087C/YMR256C/YDR050C/YGL062W/YFR017C/YMR205C/YDR148C/YNL117W/YCR005C/YJL045W/YER054C/YNR074C/YBR218C/YBR238C/YOR355W/YLR256W/YPR140W/YFR003C/YGL191W/YLR446W/YLR044C/YMR303C/YFR033C/YMR315W/YER129W/YOL136C/YJL137C/YMR311C/YMR118C/YOR344C/YFR049W/Q0250/YLR174W/YOR002W/YER133W/YDR031W/YNL242W/YKR058W/Q0060/YMR081C/YER073W/YML070W/YDL021W/YEL011W/Q0275/YDR081C/YIL057C/YMR056C/YDL085W/YPL252C/YFR021W/YLR154W-C/YOL056W/YFL053W/YOR347C/YKL055C/YMR323W,109
GO:0015980,energy derivation by oxidation of organic compounds,103/2001,218/6449,0.4724770642201835,1.5227409231164235,5.2661053259300195,2.502051420201237e-7,3.90320021551393e-5,3.392733839641295e-5,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YPR191W/YOL126C/YJR121W/YGL253W/YPL262W/YLR377C/YMR002W/YER065C/YDR529C/YPL271W/YKL085W/YFR015C/YKL148C/YMR145C/YMR105C/YGR254W/YBL030C/YER067W/YJR120W/YJL116C/YFL018C/YJL166W/YOR374W/YLR134W/YBR196C/Q0045/YIR031C/YEL039C/YNR001C/YMR170C/YAL017W/YGR240C/YMR030W/YPL075W/YLR164W/YNL071W/YNL037C/YPL061W/YOL086C/Q0105/YOR065W/YLR087C/YMR256C/YDR050C/YGL062W/YFR017C/YMR205C/YDR148C/YNL117W/YCR005C/YJL045W/YER054C/YNR074C/YBR218C/YBR238C/YOR355W/YLR256W/YPR140W/YFR003C/YGL191W/YLR446W/YLR044C/YMR303C/YFR033C/YER129W/YOL136C/YJL137C/YMR311C/YMR118C/YOR344C/YFR049W/Q0250/YLR174W/YOR002W/YER133W/YDR031W/YNL242W/YKR058W/Q0060/YMR081C/YER073W/YML070W/YDL021W/YEL011W/Q0275/YDR081C/YIL057C/YMR056C/YDL085W/YFR021W/YLR154W-C/YOL056W/YFL053W/YOR347C/YKL055C/YMR323W,103
GO:0019662,non-glycolytic fermentation,23/2001,30/6449,0.7666666666666667,2.47088122605364,5.415745078503726,3.317274795606663e-7,4.7437029577175277e-5,4.123314373135651e-5,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YPL061W/YOL086C/YDR050C/YLR044C/YMR303C/YER073W/YML070W/YFL053W/YOR347C,23
GO:0043436,oxoacid metabolic process,165/2001,387/6449,0.4263565891472868,1.3740997718195165,5.090830404470093,4.492464067304948e-7,5.930052568842531e-5,5.154511403539362e-5,YGL055W/YJL052W/YCR012W/YGR087C/YKL152C/YPR167C/YHR174W/YPL095C/YKR034W/YKL060C/YPL111W/YAL038W/YJR010W/YOL126C/YKL001C/YKR069W/YBL015W/YLR303W/YGL253W/YPL262W/YLR377C/YLR438W/YER065C/YAL012W/YDR089W/YKL085W/YKL182W/YER052C/YGR254W/YMR280C/YMR246W/YNL277W/YDL168W/YFL018C/YHR205W/YHR183W/YIR017C/YOR374W/YLR134W/YBR196C/YIR031C/YLR142W/YNR001C/YMR170C/YPR035W/YCL064C/YNR016C/YGR124W/YPL028W/YCL018W/YOR391C/YIR033W/YGR240C/YPL075W/YGL205W/YJL196C/YKR009C/YIR023W/YPL231W/YMR207C/YNL071W/YHR037W/YNL037C/YLR153C/YPL061W/YCL009C/YGL009C/YOL086C/YNL239W/YGL148W/YEL071W/YDR050C/YHR033W/YLL062C/YGL062W/YLR027C/YOL002C/YFR055W/YJL088W/YMR205C/YDR148C/YHR067W/YNL117W/YML099C/YCR037C/YLR231C/YCR005C/YDR253C/YIL009W/YML076C/YOL058W/YBR218C/YOR363C/YER040W/YLR446W/YLR044C/YPR006C/YMR303C/YIL074C/YML054C/YHR074W/YDL215C/YOL136C/YPL280W/YOR270C/YGR204W/YML123C/YJR137C/YGL196W/YOR344C/YFR049W/YLR058C/YLR174W/YBR053C/YMR169C/YJR024C/YBR041W/YGL184C/YHR025W/YPL019C/YMR009W/YJL012C/YNL256W/YAL051W/YJL198W/YER073W/YAL062W/YDL021W/YBR112C/YDR294C/YPL275W/YJL097W/YOR303W/YPR002W/YNL229C/YDL171C/YIL020C/YDR019C/YLR118C/YER061C/YGR010W/YER010C/YMR322C/YER015W/YNR033W/YER125W/YKL106W/YLL058W/YOR100C/YLR180W/YOL140W/YNL103W/YJR019C/YPL273W/YOR074C/YOL056W/YOR163W/YEL066W/YJR078W/YLR284C/YOR347C/YKL055C/YNL316C/YAR035W/YMR323W,165
GO:0006082,organic acid metabolic process,165/2001,389/6449,0.4241645244215938,1.3670349915016782,5.008407162535071,6.679052268258248e-7,8.186609780236539e-5,7.115952679790932e-5,YGL055W/YJL052W/YCR012W/YGR087C/YKL152C/YPR167C/YHR174W/YPL095C/YKR034W/YKL060C/YPL111W/YAL038W/YJR010W/YOL126C/YKL001C/YKR069W/YBL015W/YLR303W/YGL253W/YPL262W/YLR377C/YLR438W/YER065C/YAL012W/YDR089W/YKL085W/YKL182W/YER052C/YGR254W/YMR280C/YMR246W/YNL277W/YDL168W/YFL018C/YHR205W/YHR183W/YIR017C/YOR374W/YLR134W/YBR196C/YIR031C/YLR142W/YNR001C/YMR170C/YPR035W/YCL064C/YNR016C/YGR124W/YPL028W/YCL018W/YOR391C/YIR033W/YGR240C/YPL075W/YGL205W/YJL196C/YKR009C/YIR023W/YPL231W/YMR207C/YNL071W/YHR037W/YNL037C/YLR153C/YPL061W/YCL009C/YGL009C/YOL086C/YNL239W/YGL148W/YEL071W/YDR050C/YHR033W/YLL062C/YGL062W/YLR027C/YOL002C/YFR055W/YJL088W/YMR205C/YDR148C/YHR067W/YNL117W/YML099C/YCR037C/YLR231C/YCR005C/YDR253C/YIL009W/YML076C/YOL058W/YBR218C/YOR363C/YER040W/YLR446W/YLR044C/YPR006C/YMR303C/YIL074C/YML054C/YHR074W/YDL215C/YOL136C/YPL280W/YOR270C/YGR204W/YML123C/YJR137C/YGL196W/YOR344C/YFR049W/YLR058C/YLR174W/YBR053C/YMR169C/YJR024C/YBR041W/YGL184C/YHR025W/YPL019C/YMR009W/YJL012C/YNL256W/YAL051W/YJL198W/YER073W/YAL062W/YDL021W/YBR112C/YDR294C/YPL275W/YJL097W/YOR303W/YPR002W/YNL229C/YDL171C/YIL020C/YDR019C/YLR118C/YER061C/YGR010W/YER010C/YMR322C/YER015W/YNR033W/YER125W/YKL106W/YLL058W/YOR100C/YLR180W/YOL140W/YNL103W/YJR019C/YPL273W/YOR074C/YOL056W/YOR163W/YEL066W/YJR078W/YLR284C/YOR347C/YKL055C/YNL316C/YAR035W/YMR323W,165
GO:0046034,ATP metabolic process,34/2001,54/6449,0.6296296296296297,2.0292261276769024,5.093790481139208,1.2003870395247882e-6,1.373242773216358e-4,1.1936480245660525e-4,YJL052W/YCR012W/YKL152C/YHR174W/YKL060C/YAL038W/YML081C-A/YJR121W/YGL253W/YLR377C/YKL016C/YPL271W/YOL077W-A/YGR254W/YJL116C/YBR196C/YGR240C/YPL075W/YDR322C-A/YBL099W/YLR295C/YDR050C/Q0085/YMR205C/YPR020W/YLR446W/YOL136C/YOR344C/YDL185W/YDL021W/Q0130/YOL056W/YOR347C/YMR323W,34
GO:0006812,monoatomic cation transport,98/2001,211/6449,0.46445497630331756,1.4968866277761592,4.921863000849477,1.3140074471748202e-6,1.4092729870949947e-4,1.2249661530570527e-4,YHR094C/YNR072W/YER053C/YPR191W/YML081C-A/YJR121W/YGL008C/YDR345C/YMR319C/YKL016C/YDR529C/YPL271W/YDR536W/YOL077W-A/YLL009C/YEL069C/YBL030C/YBR235W/YKL217W/YJL166W/YLR447C/YOR381W/Q0045/YDR343C/YOL130W/YGR240C/YFL050C/YNL305C/YLR411W/YDR322C-A/YBL099W/YLR295C/YLR214W/Q0105/YOR065W/YMR256C/YGR281W/Q0085/YMR205C/YGR217W/YPR124W/YDL206W/YBR298C/YDL138W/YBR295W/YHR039C-A/YOR384W/YJR106W/YDR270W/YPR020W/YKL175W/YDR342C/YGL191W/YHR092C/YOL152W/YEL065W/YOL027C/YFR033C/YOR270C/YNR055C/YBR290W/YGR191W/YLL051C/YAL048C/YLL015W/YJL129C/YEL027W/YML123C/Q0250/YDL185W/YLR241W/Q0060/YOL158C/YCL005W-A/YHL040C/Q0275/YOR383C/YDR506C/YMR056C/YDR135C/YNL259C/Q0130/YDR205W/YMR058W/YGL255W/YHR175W/YLR443W/YPL036W/YLR047C/YJL093C/YMR054W/YDL245C/YOR382W/YLR138W/YMR034C/YOR079C/YBR296C/YDR534C,98
GO:0061615,glycolytic process through fructose-6-phosphate,15/2001,17/6449,0.8823529411764706,2.8437251962254164,5.105065316456639,1.57624180562514e-6,1.5026838546959668e-4,1.3061606073513587e-4,YJL052W/YCR012W/YKL152C/YHR174W/YKL060C/YAL038W/YLR377C/YGR254W/YBR196C/YGR240C/YDR050C/YMR205C/YDL021W/YOL056W/YOR347C,15
GO:0061620,glycolytic process through glucose-6-phosphate,15/2001,17/6449,0.8823529411764706,2.8437251962254164,5.105065316456639,1.57624180562514e-6,1.5026838546959668e-4,1.3061606073513587e-4,YJL052W/YCR012W/YKL152C/YHR174W/YKL060C/YAL038W/YLR377C/YGR254W/YBR196C/YGR240C/YDR050C/YMR205C/YDL021W/YOL056W/YOR347C,15
GO:0019658,glucose fermentation to lactate and acetate,21/2001,28/6449,0.75,2.4171664167916043,5.040251438680103,2.0562102472486587e-6,1.7642283921393492e-4,1.5334999580796576e-4,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YPL061W/YOL086C/YDR050C/YLR044C/YMR303C/YER073W/YOR347C,21
GO:0019659,glucose catabolic process to lactate,21/2001,28/6449,0.75,2.4171664167916043,5.040251438680103,2.0562102472486587e-6,1.7642283921393492e-4,1.5334999580796576e-4,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YPL061W/YOL086C/YDR050C/YLR044C/YMR303C/YER073W/YOR347C,21
GO:0016052,carbohydrate catabolic process,60/2001,116/6449,0.5172413793103449,1.6670113219252443,4.861957136850494,2.3012979612275567e-6,1.8804891911745176e-4,1.6345559955185203e-4,YJL052W/YNR071C/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YMR105C/YGR254W/YJR159W/YHL032C/YIL123W/YNR067C/YOR374W/YLR134W/YBR196C/YMR170C/YGL156W/YKR042W/YGR240C/YPL075W/YPL061W/YOL086C/YDR050C/YFR017C/YJR096W/YMR205C/YBR299W/YLR446W/YLR044C/YMR303C/YLR300W/YOL136C/YIL155C/YMR164C/YLR286C/YBR056W/YOR344C/YNL242W/YJL216C/YLR144C/YIL162W/YER073W/YML070W/YDL021W/YDR081C/YOR190W/YJL221C/YFR021W/YOL056W/YJR030C/YGR287C/YFL053W/YGR292W/YOR347C/YBR019C/YMR323W,60
GO:0046365,monosaccharide catabolic process,31/2001,49/6449,0.6326530612244898,2.038970310762986,4.896264378805044,3.0723729865426856e-6,2.3964509295032948e-4,2.083039484177505e-4,YJL052W/YNR071C/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YMR105C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YGL156W/YGR240C/YPL061W/YOL086C/YDR050C/YJR096W/YMR205C/YLR044C/YMR303C/YER073W/YDL021W/YOL056W/YJR030C/YOR347C/YBR019C,31
GO:0098660,inorganic ion transmembrane transport,88/2001,189/6449,0.4656084656084656,1.5006041952568687,4.684809004172927,4.027558849865516e-6,3.004909124508359e-4,2.6119226042377287e-4,YHR094C/YNR072W/YER053C/YPR191W/YML081C-A/YJR121W/YGL008C/YDR345C/YMR319C/YNL142W/YKL016C/YDR529C/YPL271W/YDR536W/YPL092W/YOL077W-A/YEL069C/YLR092W/YBR235W/YKL217W/YJL166W/YLR447C/Q0045/YDR343C/YOL130W/YGR240C/YFL050C/YNL305C/YHL008C/YLR411W/YDR322C-A/YBL099W/YLR295C/YOR390W/Q0105/YOR065W/YMR256C/YGR281W/Q0085/YMR205C/YGR217W/YPR124W/YCR037C/YBR298C/YDL138W/YBR295W/YHR039C-A/YDR270W/YPR020W/YKL175W/YDR342C/YGL191W/YHR092C/YOL027C/YFR033C/YOR270C/YLL015W/YJL129C/YEL027W/YML123C/Q0250/YDL185W/YIL166C/YKL120W/YLR348C/YMR279C/Q0060/YJL198W/YCL005W-A/YCR023C/Q0275/YDR135C/YJR077C/Q0130/YDR205W/YMR058W/YGL255W/YHR175W/YPL036W/YJL093C/YMR054W/YDL245C/YML116W/YLR138W/YOR079C/YBR296C/YPR201W/YPL279C,88
GO:0006089,lactate metabolic process,26/2001,39/6449,0.6666666666666666,2.148592370481426,4.825284064371827,4.689152239842137e-6,3.352743851487128e-4,2.914266984147504e-4,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YGL253W/YLR377C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YOR391C/YPL061W/YOL086C/YEL071W/YDR050C/YLR044C/YMR303C/YML054C/YPL280W/YER073W/YMR322C/YOR347C,26
GO:0019752,carboxylic acid metabolic process,154/2001,369/6449,0.4173441734417344,1.3450537603826813,4.578274493825398,4.963451130432285e-6,3.4069128559287206e-4,2.961351684977915e-4,YGL055W/YJL052W/YCR012W/YGR087C/YKL152C/YPR167C/YHR174W/YPL095C/YKL060C/YPL111W/YAL038W/YJR010W/YOL126C/YKL001C/YKR069W/YBL015W/YLR303W/YGL253W/YPL262W/YLR377C/YLR438W/YER065C/YAL012W/YKL085W/YKL182W/YER052C/YGR254W/YMR280C/YMR246W/YNL277W/YDL168W/YFL018C/YHR205W/YHR183W/YIR017C/YOR374W/YLR134W/YBR196C/YIR031C/YLR142W/YNR001C/YMR170C/YPR035W/YCL064C/YNR016C/YGR124W/YPL028W/YCL018W/YOR391C/YIR033W/YGR240C/YPL075W/YGL205W/YJL196C/YKR009C/YIR023W/YPL231W/YMR207C/YNL071W/YHR037W/YNL037C/YLR153C/YPL061W/YCL009C/YGL009C/YOL086C/YNL239W/YGL148W/YEL071W/YDR050C/YHR033W/YLL062C/YGL062W/YLR027C/YOL002C/YFR055W/YJL088W/YMR205C/YDR148C/YHR067W/YNL117W/YML099C/YLR231C/YCR005C/YDR253C/YIL009W/YML076C/YOL058W/YBR218C/YOR363C/YLR446W/YLR044C/YPR006C/YMR303C/YIL074C/YML054C/YHR074W/YDL215C/YOL136C/YPL280W/YGR204W/YJR137C/YGL196W/YOR344C/YFR049W/YLR058C/YLR174W/YBR053C/YMR169C/YJR024C/YBR041W/YGL184C/YHR025W/YMR009W/YNL256W/YAL051W/YER073W/YAL062W/YDL021W/YBR112C/YDR294C/YPL275W/YJL097W/YOR303W/YPR002W/YDL171C/YIL020C/YDR019C/YLR118C/YER061C/YGR010W/YER010C/YMR322C/YER015W/YNR033W/YER125W/YKL106W/YLL058W/YOR100C/YLR180W/YOL140W/YNL103W/YJR019C/YPL273W/YOR074C/YOL056W/YEL066W/YJR078W/YLR284C/YOR347C/YKL055C/YNL316C/YAR035W/YMR323W,154
GO:0006083,acetate metabolic process,23/2001,33/6449,0.696969696969697,2.2462556600487638,4.813772986580368,5.32083218679108e-6,3.511749243282113e-4,3.052477412422251e-4,YJL052W/YCR012W/YGR087C/YKL152C/YHR174W/YKL060C/YAL038W/YBL015W/YGL253W/YLR377C/YGR254W/YOR374W/YLR134W/YBR196C/YMR170C/YLR153C/YPL061W/YOL086C/YDR050C/YLR044C/YMR303C/YER073W/YOR347C,23
