gene_id,baseMean,log2FoldChange,lfcSE,pvalue,padj
YHR116W,22.76873128199981,0.32386256709580996,0.3730820624163923,0.3407089465694237,0.43439874774599446
YJL133W,41.51364427357141,-0.2626167826872037,0.292447361241845,0.3406990828229822,0.43439874774599446
YMR277W,74.65892103608826,-0.23726208170854726,0.2611647256422517,0.34173598970845226,0.4355323461168267
YOR135C,119.69375302890593,0.2969164654017398,0.33637027125918484,0.3417293909027465,0.4355323461168267
YOR208W,94.3896390042187,-0.2066251041414305,0.22538417654896506,0.3425855480933578,0.4365269847073354
YBL006C,82.30394540789267,0.23362881559014514,0.25692471008580514,0.34284666224953786,0.43659541683924813
YDR423C,53.96428932793492,0.23757598093040638,0.26439178288098525,0.3427849175534305,0.43659541683924813
YOR243C,74.54156514744454,-0.22739889203985642,0.2467434682863777,0.34274216239458966,0.43659541683924813
YDR397C,17.02038649929854,0.3637629211116195,0.43855342155487836,0.343556127956561,0.4374106750092102
YKL136W,46.026599415626784,0.26392484981863235,0.2948501525971199,0.3441268504499066,0.43763666868106804
YMR047C,129.01753596115736,0.2052306575622707,0.22342280594198777,0.34386290816302056,0.43763666868106804
YNL091W,372.1276307513705,0.3107754635376002,0.35803150029555747,0.3439432173118627,0.43763666868106804
YNL120C,1.2572219890714944,-0.1568635569406855,0.9176158599311003,0.34402734600236184,0.43763666868106804
YOL097W-A,1.4879522009502253,0.35139977366453756,0.8833661336858705,0.3441494373191107,0.43763666868106804
YPL244C,42.311614904998,0.2804380520778484,0.31677167652210647,0.3440390204412401,0.43763666868106804
YKL052C,20.252786595731685,0.3534027283024526,0.42401730553756173,0.34435110289202503,0.43780495565998356
YDR220C,2.1641035512606273,0.44583990742819474,0.8000063509307416,0.3444585413554086,0.43785339948860813
YOR055W,9.038968988108577,-0.38879281581208747,0.4907197862534609,0.34466999781143387,0.43803401814836085
YJL163C,162.22210722812298,-0.16470216405747778,0.179155647638879,0.3447940083062233,0.4381034532100202
YGR001C,70.5386970043046,-0.2326077918337065,0.25788625019007483,0.34509267447302727,0.43839473733598217
YPL119C,62.46972440469148,0.22910631345336857,0.25276202972470785,0.3452128957503683,0.43845925918414635
YJL047C-A,3.8281532731572736,0.4547106302860494,0.7024358433934316,0.34529450397647865,0.438474722021207
YMR065W,19.32057789826465,-0.3372578876408575,0.3981606308187719,0.34567504392630666,0.4388697029341831
YOR260W,92.83832578631052,-0.20208093650974115,0.22149989274861345,0.3461210944934229,0.43934768074893776
YBR241C,99.52034216648053,0.20696785116125915,0.22676816948937148,0.3464342325022764,0.4396567882338978
YNL190W,305.04412312294346,0.24929248550940167,0.2778480861046309,0.3468917725514204,0.4401489941053285
YDL032W,1.3955160998025151,-0.4191799866471595,0.8496241353816592,0.34696259059404333,0.44015041374073594
YGR112W,64.26020870483917,0.2490791811740192,0.277774556236398,0.3472096812552789,0.44035817139525685
YPL200W,2.80343547655715,0.43056619817374575,0.8046586550413298,0.3472658263734567,0.44035817139525685
YIR020C,3.6750271409036097,-0.452304391711706,0.7644374433426379,0.3473940974344424,0.4404323881346123
YBR047W,141.54429270166398,0.20407958517861627,0.2242847476871781,0.3474754277567778,0.44044707472582334
YLR409C,69.82060434937304,-0.28991439592261375,0.33290013578520167,0.3477641371053753,0.4407245686976611
YNL052W,1355.5982378906922,-0.2477544725012249,0.2792513498044243,0.348729279326148,0.4418590286807032
YCR087W,13.90389648851009,0.36905399710479936,0.4566696555127123,0.3489454832744532,0.4420442782102652
YPR162C,57.38041755679443,-0.22914756701897107,0.2557729330950054,0.34903349162398783,0.44206708776684384
YNL273W,117.03643847350692,-0.19742545859980168,0.2179465589259872,0.34922972881180897,0.44222693752688463
YDR150W,843.8476761688164,-0.21495944810119305,0.2376430592812253,0.34957160223269607,0.44257110427014346
YER111C,141.73500851341012,0.2935253694151041,0.33866277693932156,0.3503457986095438,0.44346236083769675
YBR190W,4.523576046167567,0.4490603629438167,0.7326182072217736,0.35077202179127315,0.44391288930098
